,User,Date Created,Number of Likes,Source of Tweet,Tweet,Feeling
287,uwcsea_alumni,2020-06-02 09:07:37+00:00,2,Twitter Web App,"Congrats to #UWCSEA2020grads Arya Vohra, Taichi Kato &amp; Khushaal Jamu for receiving the Young ChangeMakers Grant. With the funding they organised a virtual hackathon called #codeForCorona, where young people created solutions to issues that Singapore is facing during the outbreak! https://t.co/ATkLi8Pg8F",Positive
288,Pradeepkumr_21,2020-05-29 10:36:31+00:00,1,Twitter Web App,"#SNS #snsinstitutions #snsdesignthinkers Our Institutions  Educational Trip (24.07.2018 -28.07.2018) to Singapore was sponsored by the Management for the promising
participants of Ideathon and Hackathon Event. https://t.co/nRwjLBCcGr",Positive
289,DurwinHo,2020-05-27 07:58:12+00:00,0,IFTTT,"Against the odds, the Startup Weekend Community and Organizers pulled off an amazing Startup Weekend Singapore Hackathon completely virtual!

If you were a part of SWSG2020 or just interested in joining the community, read and share this! =)

Join our community! …",Positive
290,rubengarciaes,2020-05-25 23:51:22+00:00,0,ContentStudio.io,Razer Fintech’s Digital Hackathon Calls on Singapore’s Youth to Solve COVID-19 Banking Challenges https://t.co/9Yj4VqrQ0g #Fintech,Positive
291,AnnChow,2020-05-22 17:44:41+00:00,3,Twitter Web App,"Enjoyed a call with visionary people from Singapore and Uganda today. Woohoo! Love my work.

@indigitous #indigitous #digital #ministry #global #HACK #HACK2020 #hackathon",Positive
292,BIS_org,2020-05-18 09:24:46+00:00,16,Sprout Social,"Andrew McCormack, head of the BIS Innovation Hub Centre Singapore, speaks about the #G20TechSprint hackathon on the Barefoot Innovation podcast #BISInnovationHub and #G20SaudiArabia @JoAnnBarefoot https://t.co/cGOAt2BA4m https://t.co/q2WxStLMWj",Positive
293,debashis_dutta,2020-05-17 09:50:34+00:00,6,Buffer,"🤔Andrew McCormack, head of the BIS Innovation Hub Centre Singapore, speaks about the #G20TechSprint hackathon on the Barefoot Innovation podcast 👈
V/, @BIS_org @JoAnnBarefoot
#BISInnovationHub and #G20SaudiArabia 
CC  @TheRudinGroup @amalmerzouk 
👇 https://t.co/4CO5RfWrEc https://t.co/4MHt9p95cU",Positive
294,BIS_org,2020-05-15 18:36:06+00:00,23,Sprout Social,"Andrew McCormack, head of the BIS Innovation Hub Centre Singapore, speaks about the #G20TechSprint hackathon on the Barefoot Innovation podcast #BISInnovationHub and #G20SaudiArabia @JoAnnBarefoot https://t.co/tnHfoQLvuz https://t.co/KIhr7apfGm",Positive
295,CaptainInnovate,2020-05-15 14:34:47+00:00,4,Twitter Web App,"Some personal favourites in this batch: Singapore testing 'Spot' the robotic dog to remind people to maintain social distance https://t.co/CLZy2YDlXx, a case from Estonia that arose from a hackathon https://t.co/n8bVBjbYkN and 'crowd-printing' of PPE https://t.co/pTwgUhN5oE.",Neutral
296,eightyzy,2020-05-14 03:20:18+00:00,0,Twitter Web App,"razer acquires the rights to open a digital bank in singapore, then proceeds to host a hackathon for ""young creative minds to come up with innovative banking solutions using their payment platform"", adding that all intellectual property belongs to the participants",Positive
297,fintech_reader,2020-05-08 07:06:41+00:00,0,IFTTT,"Razer Fintech Launches Digital Hackathon Empowering Singapore Youth to Create and Implement Original Banking Solutions, Amidst COVID-19 Circuit Breaker | https://t.co/ZOuQ60ebAk #AcademyByJaysel #Fintech #FintechNews",Positive
298,sajidmirza,2020-05-08 07:00:25+00:00,0,Buffer,"Razer Fintech Launches Digital Hackathon Empowering Singapore Youth to Create and Implement Original Banking Solutions, Amidst COVID-19 Circuit Breaker https://t.co/CNN4hqmOix",Positive
299,TheCryptoRound1,2020-05-08 04:23:47+00:00,0,Twitter Web App,"Razer Fintech Launches Digital Hackathon Empowering Singapore Youth to Create and Implement Original Banking Solutions, Amidst COVID-19 Circuit Breaker

Participants w ..

https://t.co/7USRVVJkCR",Positive
300,themoneycloud,2020-05-08 01:15:55+00:00,0,WordPress.com,"Razer Fintech Launches Digital Hackathon Empowering Singapore Youth to Create and Implement Original Banking Solutions, Amidst COVID-19 Circuit Breaker https://t.co/xy0CYI4zzs",Positive
301,FintechBot,2020-05-08 00:28:18+00:00,0,Fintechbot Publisher,"Razer Fintech Launches Digital Hackathon Empowering Singapore Youth to Create and Implement Original Banking Solutions, Amidst COVID-19 Circuit Breaker https://t.co/1inIolkPYk by @thefintechtimes",Positive
302,KVanderhoydonk,2020-05-08 00:08:27+00:00,0,Zapier.com,"Razer Fintech Launches Digital Hackathon Empowering Singapore Youth to Create and Implement Original Banking Solutions, Amidst COVID-19 Circuit Breaker #Fintech https://t.co/TbHCuKXuDA",Positive
